EicCode,EicDisplayName,EicLongName,EicParent,EicResponsibleParty,EicStatus,MarketParticipantPostalCode,MarketParticipantIsoCountryCode,MarketParticipantVatCode,EicTypeFunctionList,type
26W-S13ASCNS--A5,216903_887,IM_S13ASCNUP_S._ANGELO_1,,,Active,,,,Production Unit,W
26W-S13BCRGAVEZ2,216904_1146,IM_S13BCRGUP_AVEZZANO_1,,,Active,,,,Production Unit,W
26W-S13BLGNBOLOQ,216905_237,IM_S13BLGNUP_BOLOGNANO_1,,,Active,,,,Production Unit,W
26W-S13BLSRBALS3,216906_654,IM_S13BLSRUP_BALSORANO_1,,,Active,,,,Production Unit,W
26W-S13BSSUBUSSD,216907_148,IM_S13BSSUUP_BUSSI_1,,,Active,,,,Production Unit,W
26W-S13CDGNGISSE,216908_4082,IM_S13CDGNUP_GISSI_1,,,Active,,,,Production Unit,W
26W-S13CTTMCTTAW,216909_4211,IM_S13CTTMUP_CTTAMARETE_1,,,Active,,,,Production Unit,W
26W-S13MNTFMNTFX,216911_363,IM_S13MNTFUP_MNTFRRANTE_9,,,Active,,,,Production Unit,W
26W-S13MNTRMONTL,216912_779,IM_S13MNTRUP_MONTORIO_1,,,Active,,,,Production Unit,W
26W-S13MRNOMORIM,216913_643,IM_S13MRNOUP_MORINO_1,,,Active,,,,Production Unit,W
26W-S13MRSCMARSL,216914_3135,IM_S13MRSCUP_MARSICAII_1,,,Active,,,,Production Unit,W
26W-S13P1SCPESCF,216915_796,IM_S13P1SCUP_PESCARA_1_1,,,Active,,,,Production Unit,W
26W-S13PECRPRCLM,216916_2618,IM_S13PECRUP_PRCLCCCLLO_1,,,Active,,,,Production Unit,W
26W-S13PRVVPROV1,216917_940,IM_S13PRVVUP_PROVVIDEN_1,,,Active,,,,Production Unit,W
26W-S13S2GCSGIA1,216918_3609,IM_S13S2GCUP_SGIACOMO_3,,,Active,,,,Production Unit,W
26W-S13SCNDCELAJ,216919_1138,IM_S13SCNDUP_CELANO_1,,,Active,,,,Production Unit,W
26W-S13SMSZSAGI3,216920_1439,IM_S13SMSZUP_SAGITTA_2,,,Active,,,,Production Unit,W
26W-S13SMSZSGTTT,216920_39370,IM_S13SMSZUP_SGTTRNUOVO_2,,,Active,,,,Production Unit,W
26W-S13TRNITRIAS,216921_1205,IM_S13TRNIUP_TRIANO_1,,,Active,,,,Production Unit,W
26W-S13VSLLVILLU,216922_267,IM_S13VSLLUP_VILLA_S.M_1,,,Active,,,,Production Unit,W
26W-S13WT2EUPWT5,216923_4192,IM_S13WT2EUP_UPWTE2_1,,,Active,,,,Production Unit,W
26W-S14ARGPSANN6,216924_182,IM_S14ARGPUP_SANNICOLA_1,,,Active,,,,Production Unit,W
26W-S14CMPMCAMPP,216925_164,IM_S14CMPMUP_CAMPOMARI_1,,,Active,,,,Production Unit,W
26W-S14CRPACARP5,216926_4340,IM_S14CRPAUP_CARPINONE_1,,,Active,,,,Production Unit,W
26W-S14CTTLTRRN5,216927_268,IM_S14CTTLUP_TRRNTETONA_1,,,Active,,,,Production Unit,W
26W-S14CTYTCNTR9,216928_671,IM_S14CTYTUP_CNTRLBMSSC_1,,,Active,,,,Production Unit,W
26W-S14ENRGNRGNV,216929_580,IM_S14ENRGUP_NRGNTSRLBM_1,,,Active,,,,Production Unit,W
26W-S14ETEAMSSRU,216930_1151,IM_S14ETEAUP_MSSRVNCLLI_1,,,Active,,,,Production Unit,W
26W-S14FSTTTERMT,216931_104,IM_S14FSTTUP_TERMOLI_1,,,Active,,,,Production Unit,W
26W-S14IRVPROTE0,216932_4357,IM_S14IRVPUP_ROTELLO_1,,,Active,,,,Production Unit,W
26W-S14LCTULUCIF,216933_3209,IM_S14LCTUUP_LUCITO_1,,,Active,,,,Production Unit,W
26W-S14LTRNLARI7,216934_165,IM_S14LTRNUP_LARINO_TG_2,,,Active,,,,Production Unit,W
26W-S14M2NTMONTO,216935_3903,IM_S14M2NTUP_MONTARONE_1,,,Active,,,,Production Unit,W
26W-S14MCCHMACCV,216936_1525,IM_S14MCCHUP_MACCHIAVF_1,,,Active,,,,Production Unit,W
26W-S14MCNTMNTEY,216937_2894,IM_S14MCNTUP_MNTECAVUTI_1,,,Active,,,,Production Unit,W
26W-S14NAVCNVCQ3,216938_2963,IM_S14NAVCUP_NVCQSPRZZA_1,,,Active,,,,Production Unit,W
26W-S14PTRCPTRCR,216939_663,IM_S14PTRCUP_PTRCATELLA_1,,,Active,,,,Production Unit,W
26W-S14PZZNPIZZG,216940_4026,IM_S14PZZNUP_PIZZONE_1,,,Active,,,,Production Unit,W
26W-S14SCRRSRRC2,216942_2756,IM_S14SCRRUP_SRRCHPPONI_1,,,Active,,,,Production Unit,W
26W-S14SMIPSNMRZ,216944_4255,IM_S14SMIPUP_SNMRTNNPNS_1,,,Active,,,,Production Unit,W
26W-S14SPANSNPTT,216945_4394,IM_S14SPANUP_SNPTRVLLNA_1,,,Active,,,,Production Unit,W
26W-S14TERMNRGAW,216946_1350,IM_S14TERMUP_NRGAMOLISE_1,,,Active,,,,Production Unit,W
26W-S14V1LTVOLT0,216947_1915,IM_S14V1LTUP_VOLTUR1S_1,,,Active,,,,Production Unit,W
26W-S15A2NDNDRTN,216948_2344,IM_S15A2NDUP_NDRTTA22MW_1,,,Active,,,,Production Unit,W
26W-S15ACRRACERH,216949_4098,IM_S15ACRRUP_ACERRA_1,,,Active,,,,Production Unit,W
26W-S15B2SCBISAN,216950_3817,IM_S15B2SCUP_BISACCIA2_1,,,Active,,,,Production Unit,W
26W-S15B4SCBSCCB,216951_2252,IM_S15B4SCUP_BSCCIA48MW_1,,,Active,,,,Production Unit,W
26W-S15BSSNBUSSZ,216952_309,IM_S15BSSNUP_BUSSENTO_1,,,Active,,,,Production Unit,W
26W-S15CASTCSTL0,216953_2794,IM_S15CASTUP_CSTLNVDCNZ_1,,,Active,,,,Production Unit,W
26W-S15CLCLDTTC7,216955_2755,IM_S15CLCLUP_DTTCORLANO_1,,,Active,,,,Production Unit,W
26W-S15CLRACALOC,216956_1867,IM_S15CLRAUP_CALORE_1,,,Active,,,,Production Unit,W
26W-S15CPRTCAPRX,216957_3861,IM_S15CPRTUP_CAPRIATI_1,,,Active,,,,Production Unit,W
26W-S15EMDNMNTF9,216958_366,IM_S15EMDNUP_MNTFALCONE_1,,,Active,,,,Production Unit,W
26W-S15F2NOFOIAA,216959_4076,IM_S15F2NOUP_FOIANO2_1,,,Active,,,,Production Unit,W
26W-S15FVFNFNVL5,216960_4448,IM_S15FVFNUP_FNVLFRTORE_1,,,Active,,,,Production Unit,W
26W-S15GDSNGNST0,216961_596,IM_S15GDSNUP_GNSTRDGLSC_1,,,Active,,,,Production Unit,W
26W-S15GDSSGNST7,65196_35008,IM_S15GDSSUP_GNSTRDGLSC_2,,,Active,,,,Production Unit,W
26W-S15GFGLGUGLU,216962_4602,IM_S15GFGLUP_GUGLIANOFV_5,,,Active,,,,Production Unit,W
26W-S15GTGLGIUG8,216963_931,IM_S15GTGLUP_GIUGLIANO_1,,,Active,,,,Production Unit,W
26W-S15IBVPIVPC3,216964_3864,IM_S15IBVPUP_IVPC4_BIS_1,,,Active,,,,Production Unit,W
26W-S15ICDVCASA9,216965_2726,IM_S15ICDVUP_CASALBORE_1,,,Active,,,,Production Unit,W
26W-S15IESISAVI9,216966_4206,IM_S15IESIUP_SAVIGNANO_1,,,Active,,,,Production Unit,W
26W-S15IFVPIVPC8,216967_150,IM_S15IFVPUP_IVPC_FOIA_1,,,Active,,,,Production Unit,W
26W-S15ILVPIVPCY,216968_48,IM_S15ILVPUP_IVPC4_LAC_1,,,Active,,,,Production Unit,W
26W-S15IMVPIVPCQ,216969_151,IM_S15IMVPUP_IVPC_MONT_1,,,Active,,,,Production Unit,W
26W-S15L2CDLACEO,216970_3818,IM_S15L2CDUP_LACEDONIA2_1,,,Active,,,,Production Unit,W
26W-S15LCDALCDN0,216971_2878,IM_S15LCDAUP_LCDNCRRLLO_1,,,Active,,,,Production Unit,W
26W-S15M1TSMATEH,216972_248,IM_S15M1TSUP_MATESE_1S_1,,,Active,,,,Production Unit,W
26W-S15M2TSMATE9,216973_703,IM_S15M2TSUP_MATESE_2S_1,,,Active,,,,Production Unit,W
26W-S15MDDNMNTDD,216974_3036,IM_S15MDDNUP_MNTDLLDFSA_1,,,Active,,,,Production Unit,W
26W-S15MNTNMONTP,216975_265,IM_S15MNTNUP_MONTELUNG_1,,,Active,,,,Production Unit,W
26W-S15MPFWVLLSS,216976_1347,IM_S15MPFWUP_VLLSCCRDA1_1,,,Active,,,,Production Unit,W
26W-S15MTDDMADD8,216977_1182,IM_S15MTDDUP_MADDALONI_4,,,Active,,,,Production Unit,W
26W-S15NLPLNAPOG,216978_3214,IM_S15NLPLUP_NAPOLIL_4,,,Active,,,,Production Unit,W
26W-S15PACNPONTL,216979_1054,IM_S15PACNUP_PONTE_ANN_1,,,Active,,,,Production Unit,W
26W-S15PILCPRCLY,216980_1985,IM_S15PILCUP_PRCLCRDINO_1,,,Active,,,,Production Unit,W
26W-S15PRSNPRESC,216981_49,IM_S15PRSNUP_PRESENZAN_1,,,Active,,,,Production Unit,W
26W-S15RCGLRICI3,216982_3067,IM_S15RCGLUP_RICIGLIANO_1,,,Active,,,,Production Unit,W
26W-S15SCMPMPNTI,216983_2868,IM_S15SCMPUP_MPNTLCSCMP_1,,,Active,,,,Production Unit,W
26W-S15SCPRSPARZ,216984_2806,IM_S15SCPRUP_SPARANISE_2,,,Active,,,,Production Unit,W
26W-S15SDCLSLLDH,216985_3496,IM_S15SDCLUP_SLLDICONZA_1,,,Active,,,,Production Unit,W
26W-S15SGANSNGRB,216986_4326,IM_S15SGANUP_SNGRGRMGNO_1,,,Active,,,,Production Unit,W
26W-S15SGTLPMGLW,216987_1140,IM_S15SGTLUP_PMGLNDARCO_1,,,Active,,,,Production Unit,W
26W-S15SNSVCRCS3,216988_38424,IM_S15SNSVUP_CRCSTLFRNC_1,,,Active,,,,Production Unit,W
26W-S15SNSVSANSW,216988_1042,IM_S15SNSVUP_SANSEVERI_1,,,Active,,,,Production Unit,W
26W-S15STTVCNTRQ,216989_1716,IM_S15STTVUP_CNTRLDTVRL_1,,,Active,,,,Production Unit,W
26W-S15SUIOSUIOV,216990_1057,IM_S15SUIOUP_SUIO_1,,,Active,,,,Production Unit,W
26W-S15TDARTRMVT,216991_4367,IM_S15TDARUP_TRMVLRZZTR_3,,,Active,,,,Production Unit,W
26W-S15TNGRTANAE,216992_1201,IM_S15TNGRUP_TANAGRO_1,,,Active,,,,Production Unit,W
26W-S15TSCNTUSC1,216993_1209,IM_S15TSCNUP_TUSCIANO_1,,,Active,,,,Production Unit,W
26W-S16AMLBLBRNK,216994_3299,IM_S16AMLBUP_LBRNMZZNLL_1,,,Active,,,,Production Unit,W
26W-S16ASSLSCLSH,216995_4251,IM_S16ASSLUP_SCLSTRIANO_1,,,Active,,,,Production Unit,W
26W-S16BMRLBRLTC,216997_2795,IM_S16BMRLUP_BRLTTA10MW_1,,,Active,,,,Production Unit,W
26W-S16BNRNBRIND,216998_848,IM_S16BNRNUP_BRINDISI_3,,,Active,,,,Production Unit,W
26W-S16BSCRBRNDM,216999_162,IM_S16BSCRUP_BRNDSSUDCE_3,,,Active,,,,Production Unit,W
26W-S16BTRABARIK,217000_856,IM_S16BTRAUP_BARI_TE_3,,,Active,,,,Production Unit,W
26W-S16CDDTPRCLO,217001_4404,IM_S16CDDTUP_PRCLCCSTLN_1,,,Active,,,,Production Unit,W
26W-S16CDMNSRGN3,217002_3230,IM_S16CDMNUP_SRGNPGLCNT_1,,,Active,,,,Production Unit,W
26W-S16CEPNCLLCB,217003_2616,IM_S16CEPNUP_CLLCPTRMNT_1,,,Active,,,,Production Unit,W
26W-S16CINTMNRVS,217004_3301,IM_S16CINTUP_MNRVNMRGCN_2,,,Active,,,,Production Unit,W
26W-S16CLVCCLVCN,217005_2798,IM_S16CLVCUP_CLVCCHCLVE_1,,,Active,,,,Production Unit,W
26W-S16CNDLCANDY,217006_1876,IM_S16CNDLUP_CANDELA_1,,,Active,,,,Production Unit,W
26W-S16CPNICPONV,217007_2797,IM_S16CPNIUP_CPONTE14MW_1,,,Active,,,,Production Unit,W
26W-S16CPNTMNRV9,217008_3303,IM_S16CPNTUP_MNRVNMRGCN_3,,,Active,,,,Production Unit,W
26W-S16CRLVCRLUC,217009_2796,IM_S16CRLVUP_CRLUVA16MW_1,,,Active,,,,Production Unit,W
26W-S16CRNTMNRVU,217010_3302,IM_S16CRNTUP_MNRVNMRGCN_1,,,Active,,,,Production Unit,W
26W-S16CSSCRATIP,217011_4420,IM_S16CSSCUP_RATINO_1,,,Active,,,,Production Unit,W
26W-S16DCNNCANDV,217012_2955,IM_S16DCNNUP_CANDELA_2,,,Active,,,,Production Unit,W
26W-S16DFNTMNTGU,217013_4312,IM_S16DFNTUP_MNTGNFAETO_1,,,Active,,,,Production Unit,W
26W-S16EBNPNPWRX,217015_1628,IM_S16EBNPUP_NPWRBRNDSI_10,,,Active,,,,Production Unit,W
26W-S16EFS4EOS4E,217016_3055,IM_S16EFS4UP_EOS4FAETO_1,,,Active,,,,Production Unit,W
26W-S16EODNORSA7,217017_360,IM_S16EODNUP_ORSARA_4,,,Active,,,,Production Unit,W
26W-S16ETNPNPWR0,217018_153,IM_S16ETNPUP_NPWRTRANTO_2,,,Active,,,,Production Unit,W
26W-S16ETS1TRSNH,217187_673,IM_S16ETS1UP_TRSNVNCNZO_1,,,Active,,,,Production Unit,W
26W-S16EVDNVOLTM,217019_365,IM_S16EVDNUP_VOLTURARA_1,,,Active,,,,Production Unit,W
26W-S16GRC2GRECS,217020_3257,IM_S16GRC2UP_GRECI2_1,,,Active,,,,Production Unit,W
26W-S16IAVLIVPCP,217021_50,IM_S16IAVLUP_IVPC_ALBE_1,,,Active,,,,Production Unit,W
26W-S16ICSCGRECW,217022_1817,IM_S16ICSCUP_GRECI_1,,,Active,,,,Production Unit,W
26W-S16IFMVFOREL,217024_660,IM_S16IFMVUP_FORENZA_1,,,Active,,,,Production Unit,W
26W-S16IGETIGESZ,217025_3990,IM_S16IGETUP_IGES_2,,,Active,,,,Production Unit,W
26W-S16IRVPIVPCD,217026_53,IM_S16IRVPUP_IVPC4_ROS_1,,,Active,,,,Production Unit,W
26W-S16IVVPVOLTX,217027_662,IM_S16IVVPUP_VOLTURARA_2,,,Active,,,,Production Unit,W
26W-S16L3CCLECC0,217028_36333,IM_S16L3CCUP_LECCE3_2,,,Active,,,,Production Unit,W
26W-S16MAESPPNEK,217029_2619,IM_S16MAESUP_PPNERGYSRL_1,,,Active,,,,Production Unit,W
26W-S16MANRMNRVE,217030_3305,IM_S16MANRUP_MNRVNMURGE_1,,,Active,,,,Production Unit,W
26W-S16MCNTMNTCI,217031_3773,IM_S16MCNTUP_MNTCLVELLO_1,,,Active,,,,Production Unit,W
26W-S16MDCRMURGW,132851_35153,IM_S16MDCRUP_MURGE_1,,,Active,,,,Production Unit,W
26W-S16MNTSMONTM,217032_4274,IM_S16MNTSUP_MONTORSI_1,,,Active,,,,Production Unit,W
26W-S16O1LVLIVOB,217033_1924,IM_S16O1LVUP_LIVOLA16MW_1,,,Active,,,,Production Unit,W
26W-S16ORDNRDNVI,217034_2969,IM_S16ORDNUP_RDNVLLSCDL_1,,,Active,,,,Production Unit,W
26W-S16P2LNPALIM,217035_1925,IM_S16P2LNUP_PALINO20MW_1,,,Active,,,,Production Unit,W
26W-S16PDC2PNDLF,217036_2001,IM_S16PDC2UP_PNDLLCPR20_1,,,Active,,,,Production Unit,W
26W-S16PDT1PZZDQ,217037_1926,IM_S16PDT1UP_PZZDLTSR16_1,,,Active,,,,Production Unit,W
26W-S16PEOPPRCLV,217038_4405,IM_S16PEOPUP_PRCLCRDONA_1,,,Active,,,,Production Unit,W
26W-S16PIGGPGGMS,217039_3347,IM_S16PIGGUP_PGGMPRIALE_1,,,Active,,,,Production Unit,W
26W-S16PTRMMPNTU,217040_3213,IM_S16PTRMUP_MPNTLCPTRM_1,,,Active,,,,Production Unit,W
26W-S16R3CCROCCO,217041_4281,IM_S16R3CCUP_ROCCHETTA3_3,,,Active,,,,Production Unit,W
26W-S16SDVRSRRDI,217042_4401,IM_S16SDVRUP_SRRDLVNTNR_1,,,Active,,,,Production Unit,W
26W-S16SRRCSRRCQ,217043_2956,IM_S16SRRCUP_SRRCPRIOLA_1,,,Active,,,,Production Unit,W
26W-S16T2ROTROIQ,217044_1913,IM_S16T2ROUP_TROIA2_2,,,Active,,,,Production Unit,W
26W-S16T3R4TROIR,217045_2940,IM_S16T3R4UP_TROIA3E4_1,,,Active,,,,Production Unit,W
26W-S16TLSVTVRNC,217046_4403,IM_S16TLSVUP_TVRNLSTRTN_1,,,Active,,,,Production Unit,W
26W-S16VLTNVOLTM,217047_36,IM_S16VLTNUP_VOLTURINO_1,,,Active,,,,Production Unit,W
26W-S17AGRIAGRIJ,217048_66,IM_S17AGRIUP_AGRI_1,,,Active,,,,Production Unit,W
26W-S17COVDCENT1,217049_98,IM_S17COVDUP_CENTRO_OL_1,,,Active,,,,Production Unit,W
26W-S17FMRLMNTMS,217050_1534,IM_S17FMRLUP_MNTMURRO12_1,,,Active,,,,Production Unit,W
26W-S17G1RTGRTTS,217051_4099,IM_S17G1RTUP_GRTTLE18MW_1,,,Active,,,,Production Unit,W
26W-S17G2RTGRTTK,217052_4100,IM_S17G2RTUP_GRTTLE36MW_1,,,Active,,,,Production Unit,W
26W-S17IAVPAVIG7,217053_661,IM_S17IAVPUP_AVIGLAINO_1,,,Active,,,,Production Unit,W
26W-S17PECRCMPMQ,217055_4152,IM_S17PECRUP_CMPMGGIORE_1,,,Active,,,,Production Unit,W
26W-S17PEMCPRCL2,217056_3687,IM_S17PEMCUP_PRCLCMNTCT_2,,,Active,,,,Production Unit,W
26W-S17PERRROTO7,217057_2888,IM_S17PERRUP_ROTONDELLA_1,,,Active,,,,Production Unit,W
26W-S17RPCNRPACX,217058_4464,IM_S17RPCNUP_RPACANDIDA_1,,,Active,,,,Production Unit,W
26W-S17TCNPCNTRQ,217059_668,IM_S17TCNPUP_CNTRLTRMLT_8,,,Active,,,,Production Unit,W
26W-S17VIBGVAGLW,217060_670,IM_S17VIBGUP_VAGLIO_3,,,Active,,,,Production Unit,W
26W-S18BSMSSTROL,217061_2256,IM_S18BSMSUP_STRONGOLI_1,,,Active,,,,Production Unit,W
26W-S18C1SCCOSCX,217062_808,IM_S18C1SCUP_COSCILE_1_1,,,Active,,,,Production Unit,W
26W-S18CLSACALU0,217063_315,IM_S18CLSAUP_CALUSIA_1,,,Active,,,,Production Unit,W
26W-S18CRTNCROTE,217064_2624,IM_S18CRTNUP_CROTONE2_1,,,Active,,,,Production Unit,W
26W-S18CSTRCAST1,217065_399,IM_S18CSTRUP_CASTROCUC_1,,,Active,,,,Production Unit,W
26W-S18EADSALTOL,217066_600,IM_S18EADSUP_ALTOMONTE_1,,,Active,,,,Production Unit,W
26W-S18ETAEETAS8,217068_658,IM_S18ETAEUP_ETASRL_1,,,Active,,,,Production Unit,W
26W-S18GRFCGRFA2,217069_4270,IM_S18GRFCUP_GRFALCOPEG_1,,,Active,,,,Production Unit,W
26W-S18M1CNMUCOD,217070_782,IM_S18M1CNUP_MUCONE_1S_1,,,Active,,,,Production Unit,W
26W-S18M2CNMUCO5,217071_783,IM_S18M2CNUP_MUCONE_2S_1,,,Active,,,,Production Unit,W
26W-S18MRCLMRCLK,217072_3024,IM_S18MRCLUP_MRCLLINARA_1,,,Active,,,,Production Unit,W
26W-S18MRCRMERC9,217073_2535,IM_S18MRCRUP_MERCURE_1,,,Active,,,,Production Unit,W
26W-S18MSLSMELIC,217074_4311,IM_S18MSLSUP_MELISSA_1,,,Active,,,,Production Unit,W
26W-S18ORCHORICG,217075_788,IM_S18ORCHUP_ORICHELLA_1,,,Active,,,,Production Unit,W
26W-S18P2LZPALAK,217076_54,IM_S18P2LZUP_PALAZZO_2_1,,,Active,,,,Production Unit,W
26W-S18PELCPRCOU,217077_4454,IM_S18PELCUP_PRCOEOLICO_1,,,Active,,,,Production Unit,W
26W-S18PEMAPRCL4,217078_3436,IM_S18PEMAUP_PRCLCMRCRL_1,,,Active,,,,Production Unit,W
26W-S18PEPDPRCL2,217079_3692,IM_S18PEPDUP_PRCLCPNDCR_1,,,Active,,,,Production Unit,W
26W-S18PESFPSNFI,217081_4271,IM_S18PESFUP_PSNFRNCSCO_1,,,Active,,,,Production Unit,W
26W-S18PESPPRCLK,217082_3691,IM_S18PESPUP_PRCLCSRRPL_1,,,Active,,,,Production Unit,W
26W-S18RCZZRIZZN,217083_4080,IM_S18RCZZUP_RIZZICONI_2,,,Active,,,,Production Unit,W
26W-S18RENDRNDCJ,217084_4566,IM_S18RENDUP_RNDCOSESTO_1,,,Active,,,,Production Unit,W
26W-S18RTSNROSSJ,217085_942,IM_S18RTSNUP_ROSSANO_T_1,,,Active,,,,Production Unit,W
26W-S18S1TRSATRV,217086_55,IM_S18S1TRUP_SATRIANO_1,,,Active,,,,Production Unit,W
26W-S18S2TRSATRN,217087_56,IM_S18S2TRUP_SATRIANO_2,,,Active,,,,Production Unit,W
26W-S18SCMRSMRI5,217088_2807,IM_S18SCMRUP_SMRICRICHI_1,,,Active,,,,Production Unit,W
26W-S18SCNDCNTRN,217089_4447,IM_S18SCNDUP_CNTRLDSCND_1,,,Active,,,,Production Unit,W
26W-S18SFC2SNFL5,217090_2869,IM_S18SFC2UP_SNFLRCRFF2_1,,,Active,,,,Production Unit,W
26W-S18SSNSSANSF,217091_4359,IM_S18SSNSUP_SANSOSTENE_1,,,Active,,,,Production Unit,W
26W-S18TECTTRMV2,217092_2531,IM_S18TECTUP_TRMVLRZZTR_2,,,Active,,,,Production Unit,W
26W-S18TMPGTIMPA,217093_1202,IM_S18TMPGUP_TIMPAGRAN_1,,,Active,,,,Production Unit,W
26W-S19ACGSAUGU1,217094_859,IM_S19ACGSUP_AUGUSTA_C_3,,,Active,,,,Production Unit,W
26W-S19AGGPCTE-C,217095_97,IM_S19AGGPUP_CTE-RAGE_1,,,Active,,,,Production Unit,W
26W-S19ANPAANAPE,217096_1027,IM_S19ANPAUP_ANAPO_C.L_1,,,Active,,,,Production Unit,W
26W-S19ASLCLASCX,217098_3054,IM_S19ASLCUP_LASCLAFANI_1,,,Active,,,,Production Unit,W
26W-S19BCRCBARCF,217099_502,IM_S19BCRCUP_BARCA_CLE_1,,,Active,,,,Production Unit,W
26W-S19C2RLCRLEA,217100_3215,IM_S19C2RLUP_CRLENTINI2_1,,,Active,,,,Production Unit,W
26W-S19CCMRCNTR6,217101_353,IM_S19CCMRUP_CNTRDCORVO_1,,,Active,,,,Production Unit,W
26W-S19CCNTCONTY,217103_723,IM_S19CCNTUP_CONTRASTO_1,,,Active,,,,Production Unit,W
26W-S19CDLSCSTLS,217104_4262,IM_S19CDLSUP_CSTLDLUCIO_1,,,Active,,,,Production Unit,W
26W-S19CECECACCC,217105_4436,IM_S19CECEUP_CACCAMO_1,,,Active,,,,Production Unit,W
26W-S19CLLACALLK,217106_2965,IM_S19CLLAUP_CALLARI_1,,,Active,,,,Production Unit,W
26W-S19CSZZCASUA,217107_500,IM_S19CSZZUP_CASUZZE_1,,,Active,,,,Production Unit,W
26W-S19CVZZCZZVB,217108_2711,IM_S19CVZZUP_CZZVLLFND1_1,,,Active,,,,Production Unit,W
26W-S19EPRGIMPSA,217109_3495,IM_S19EPRGUP_IMPSUD_2,,,Active,,,,Production Unit,W
26W-S19FCRNFRNCM,217110_2893,IM_S19FCRNUP_FRNCOFONTE_1,,,Active,,,,Production Unit,W
26W-S19GCDLGUADW,217111_724,IM_S19GCDLUP_GUADALAMI_1,,,Active,,,,Production Unit,W
26W-S19GNCHGIUNH,217112_4435,IM_S19GNCHUP_GIUNCHETTO_1,,,Active,,,,Production Unit,W
26W-S19GPRNGREE1,217113_4218,IM_S19GPRNUP_GREENPATTI_1,,,Active,,,,Production Unit,W
26W-S19GRRTGIAR8,217114_3235,IM_S19GRRTUP_GIARRATANA_1,,,Active,,,,Production Unit,W
26W-S19GRTTGRTT8,216311_35111,IM_S19GRTTUP_GRTTFUMATA_1,,,Active,,,,Production Unit,W
26W-S19IEDCPRCLY,217115_4681,IM_S19IEDCUP_PRCLCDPRZZ_1,,,Active,,,,Production Unit,W
26W-S19IEDMPRCLB,217116_39563,IM_S19IEDMUP_PRCLCDMZRD_2,,,Active,,,,Production Unit,W
26W-S19IEDNPRCL5,217117_2778,IM_S19IEDNUP_PRCLCDPLRM_1,,,Active,,,,Production Unit,W
26W-S19IEDPMPNT4,217118_4406,IM_S19IEDPUP_MPNTLCDMRN_1,,,Active,,,,Production Unit,W
26W-S19IEEMLTMPF,217119_3819,IM_S19IEEMUP_LTMPPSANIA_1,,,Active,,,,Production Unit,W
26W-S19IEMMMIMIC,217120_4208,IM_S19IEMMUP_MIMIANI_1,,,Active,,,,Production Unit,W
26W-S19IESBISABT,217121_1066,IM_S19IESBUP_ISAB_ENER_1,,,Active,,,,Production Unit,W
26W-S19LAGRLGOAF,217122_4302,IM_S19LAGRUP_LGOARANCIO_1,,,Active,,,,Production Unit,W
26W-S19LECDLICOL,217123_4440,IM_S19LECDUP_LICODIA_1,,,Active,,,,Production Unit,W
26W-S19MCNLMNML2,217124_1874,IM_S19MCNLUP_MNMLITELLO_1,,,Active,,,,Production Unit,W
26W-S19MDENMONTM,217125_3682,IM_S19MDENUP_MONTEDURRA_1,,,Active,,,,Production Unit,W
26W-S19MMENMNTMO,217126_3681,IM_S19MMENUP_MNTMLVIZZO_1,,,Active,,,,Production Unit,W
26W-S19MNENMNTNE,217127_3680,IM_S19MNENUP_MNTNARBONE_1,,,Active,,,,Production Unit,W
26W-S19MPWPMNTP4,217128_3679,IM_S19MPWPUP_MNTPETRASI_1,,,Active,,,,Production Unit,W
26W-S19MSTIMISTL,217129_4191,IM_S19MSTIUP_MISTRETTA_1,,,Active,,,,Production Unit,W
26W-S19MZCNMNTZJ,217130_386,IM_S19MZCNUP_MNTZIMMARA_1,,,Active,,,,Production Unit,W
26W-S19PCRLPRIOX,217131_860,IM_S19PCRLUP_PRIOLO_C_1,,,Active,,,,Production Unit,W
26W-S19PCRTPARTG,217132_2156,IM_S19PCRTUP_PARTINICO_1,,,Active,,,,Production Unit,W
26W-S19PEMRPRCL3,217133_4603,IM_S19PEMRUP_PRCLCMINEO_1,,,Active,,,,Production Unit,W
26W-S19PERRPRCL5,217134_4407,IM_S19PERRUP_PRCLCRGLBT_1,,,Active,,,,Production Unit,W
26W-S19PERTPORTI,217135_861,IM_S19PERTUP_PORTO_EMP_1,,,Active,,,,Production Unit,W
26W-S19PERTPRTME,217135_38583,IM_S19PERTUP_PRTMPDCLCL_3,,,Active,,,,Production Unit,W
26W-S19PETSTRPNX,217136_4453,IM_S19PETSUP_TRPNSALEMI_1,,,Active,,,,Production Unit,W
26W-S19PEVRVIZZY,217137_2004,IM_S19PEVRUP_VIZZINI_2,,,Active,,,,Production Unit,W
26W-S19PTRNPATEE,217138_797,IM_S19PTRNUP_PATERNOCLE_1,,,Active,,,,Production Unit,W
26W-S19RFCZRCCFO,217139_4339,IM_S19RFCZUP_RCCFICUZZA_1,,,Active,,,,Production Unit,W
26W-S19SBCLSCLFP,217140_1715,IM_S19SBCLUP_SCLFNBGNI2_1,,,Active,,,,Production Unit,W
26W-S19SCLMSALEW,217141_3812,IM_S19SCLMUP_SALEMI_1,,,Active,,,,Production Unit,W
26W-S19SDMCS-F-L,217142_1019,IM_S19SDMCUP_S.F._DEL_6,,,Active,,,,Production Unit,W
